"Concept"
"http://www.w3.org/2002/07/owl#FunctionalProperty"
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"
"http://www.w3.org/2002/07/owl#Thing"
"http://www.w3.org/2002/07/owl#Class"
"http://www.w3.org/2002/07/owl#Ontology"
"http://www.w3.org/2002/07/owl#ObjectProperty"
"http://www.w3.org/2002/07/owl#DatatypeProperty"
"http://xmlns.com/foaf/0.1/Organization"
"http://dbpedia.org/ontology/Company"
"http://xmlns.com/foaf/0.1/Person"
"http://dbpedia.org/ontology/Activity"
"http://dbpedia.org/ontology/Name"
"http://dbpedia.org/ontology/Person"
"http://dbpedia.org/ontology/Actor"
"http://dbpedia.org/ontology/Place"
"http://dbpedia.org/ontology/Publisher"
"http://dbpedia.org/ontology/Genre"
"http://dbpedia.org/ontology/Language"
"http://dbpedia.org/ontology/Location"
"http://dbpedia.org/ontology/Software"
"http://dbpedia.org/ontology/School"
"http://xmlns.com/foaf/0.1/Document"
"http://purl.org/ontology/bibo/Book"
"http://purl.org/vocommons/voaf#Vocabulary"
"http://www.ontologydesignpatterns.org/ont/d0.owl#Activity"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#ChemicalObject"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Concept"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#FunctionalSubstance"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#InformationObject"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PlanExecution"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Situation"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson"
"http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#TimeInterval"
"http://www.wikidata.org/entity/Q1028181"
"http://www.wikidata.org/entity/Q1048525"
"http://www.wikidata.org/entity/Q10517054"
"http://www.wikidata.org/entity/Q1067263"
"http://www.wikidata.org/entity/Q10833314"
"http://www.wikidata.org/entity/Q10843402"
"http://www.wikidata.org/entity/Q10871364"
"http://www.wikidata.org/entity/Q1092563"
"http://www.wikidata.org/entity/Q10962"
"http://www.wikidata.org/entity/Q10978"
"http://www.wikidata.org/entity/Q11032"
"http://www.wikidata.org/entity/Q1107"
"http://www.wikidata.org/entity/Q1107656"
"http://www.wikidata.org/entity/Q11173"
"http://www.wikidata.org/entity/Q11204"
"http://www.wikidata.org/entity/Q11303"
"http://www.wikidata.org/entity/Q11315"
"http://www.wikidata.org/entity/Q11410"
"http://www.wikidata.org/entity/Q11436"
"http://www.wikidata.org/entity/Q11446"
"http://www.wikidata.org/entity/Q116"
"http://www.wikidata.org/entity/Q11631"
"http://www.wikidata.org/entity/Q11707"
"http://www.wikidata.org/entity/Q11774891"
"http://www.wikidata.org/entity/Q12136"
"http://www.wikidata.org/entity/Q121998"
"http://www.wikidata.org/entity/Q12280"
"http://www.wikidata.org/entity/Q12323"
"http://www.wikidata.org/entity/Q1248784"
"http://www.wikidata.org/entity/Q12518"
"http://www.wikidata.org/entity/Q1298668"
"http://www.wikidata.org/entity/Q1311958"
"http://www.wikidata.org/entity/Q13156709"
"http://www.wikidata.org/entity/Q132050"
"http://www.wikidata.org/entity/Q13219587"
"http://www.wikidata.org/entity/Q13219666"
"http://www.wikidata.org/entity/Q133056"
"http://www.wikidata.org/entity/Q13365117"
"http://www.wikidata.org/entity/Q13382519"
"http://www.wikidata.org/entity/Q13382576"
"http://www.wikidata.org/entity/Q13414980"
"http://www.wikidata.org/entity/Q13415036"
"http://www.wikidata.org/entity/Q134556"
"http://www.wikidata.org/entity/Q13474373"
"http://www.wikidata.org/entity/Q1353183"
"http://www.wikidata.org/entity/Q13590141"
"http://www.wikidata.org/entity/Q1370598"
"http://www.wikidata.org/entity/Q1390"
"http://www.wikidata.org/entity/Q14128148"
"http://www.wikidata.org/entity/Q141683"
"http://www.wikidata.org/entity/Q1445650"
"http://www.wikidata.org/entity/Q15061650"
"http://www.wikidata.org/entity/Q15091377"
"http://www.wikidata.org/entity/Q15117302"
"http://www.wikidata.org/entity/Q152"
"http://www.wikidata.org/entity/Q15265344"
"http://www.wikidata.org/entity/Q15410431"
"http://www.wikidata.org/entity/Q15416"
"http://www.wikidata.org/entity/Q1555508"
"http://www.wikidata.org/entity/Q156362"
"http://www.wikidata.org/entity/Q159719"
"http://www.wikidata.org/entity/Q15982795"
"http://www.wikidata.org/entity/Q16266334"
"http://www.wikidata.org/entity/Q16278103"
"http://www.wikidata.org/entity/Q163740"
"http://www.wikidata.org/entity/Q16533"
"http://www.wikidata.org/entity/Q1656682"
"http://www.wikidata.org/entity/Q16917"
"http://www.wikidata.org/entity/Q176799"
"http://www.wikidata.org/entity/Q1777138"
"http://www.wikidata.org/entity/Q178790"
"http://www.wikidata.org/entity/Q18127"
"http://www.wikidata.org/entity/Q188094"
"http://www.wikidata.org/entity/Q188451"
"http://www.wikidata.org/entity/Q19088"
"http://www.wikidata.org/entity/Q1914636"
"http://www.wikidata.org/entity/Q1930187"
"http://www.wikidata.org/entity/Q194189"
"http://www.wikidata.org/entity/Q19546"
"http://www.wikidata.org/entity/Q2020153"
